<<<<<<< HEAD
year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,iceDays,frostDays,snowCoverDays
1948,9.302,761.2,6,24,0,86,6,7
1949,9.204,805.3,1,17,0,71,4,4
1950,8.745,828.1,3,23,0,79,15,5
1951,8.825,864.8,1,18,0,88,3,10
1952,7.951,752.0,1,18,0,109,10,25
1953,9.231,737.8,2,22,0,81,10,18
1954,8.086,936.0,0,14,0,91,25,18
1955,7.976,786.7,0,21,0,104,21,47
1956,7.418,819.4,0,9,0,98,30,35
1957,8.982,768.0,6,16,0,73,7,9
1958,8.531,902.3,0,18,0,85,8,24
1959,9.095,442.8,5,47,0,81,16,16
1960,8.964,944.4,0,12,0,70,10,15
1961,9.315,1141.1,3,16,0,58,15,2
1962,7.644,856.6,0,6,0,81,20,20
1963,7.322,822.5,1,16,0,102,65,73
1964,8.404,691.1,4,27,0,85,23,22
1965,7.992,1021.8,0,6,0,87,14,26
1966,8.672,910.0,1,19,0,73,23,41
1967,9.494,902.1,0,16,0,45,6,16
1968,8.679,813.0,1,21,0,84,18,22
1969,8.693,682.9,4,30,0,104,34,46
1970,8.396,790.3,1,25,0,87,29,52
1971,9.185,554.5,2,23,0,71,13,12
1972,8.33,640.4,4,15,0,73,15,11
1973,9.072,760.7,4,21,0,48,6,14
1974,9.318,829.8,0,9,0,27,0,1
1975,9.38,737.8,9,29,0,55,0,5
1976,8.661,575.2,6,38,0,88,24,49
1977,9.061,730.8,1,9,0,53,9,4
1978,8.543,718.6,2,19,0,78,22,35
1979,8.138,779.8,0,16,1,80,31,68
1980,8.439,853.5,0,9,0,77,19,36
1981,8.799,887.1,3,23,0,82,22,61
1982,9.487,644.5,9,31,0,69,13,15
1983,9.514,775.6,5,36,0,59,13,30
1984,8.524,792.1,2,12,0,74,6,18
1985,8.106,801.6,2,13,0,83,35,40
1986,8.415,697.8,3,25,0,70,26,52
1987,8.104,811.7,0,10,0,76,28,57
1988,9.807,911.0,0,10,0,37,2,11
1989,10.075,599.6,2,30,0,40,7,0
1990,10.255,757.9,3,20,0,32,3,0
1991,9.115,582.2,2,22,0,62,12,9
1992,10.141,699.4,4,36,0,31,8,4
1993,8.939,941.8,0,15,0,62,14,15
1994,10.019,874.6,13,33,0,38,9,1
1995,9.541,825.3,7,46,0,67,17,18
1996,7.848,622.0,4,22,0,99,43,32
1997,9.723,597.4,7,33,1,53,13,14
1998,9.825,1107.1,4,18,0,42,7,18
1999,10.622,801.6,7,40,0,36,2,21
2000,10.698,750.6,3,21,0,27,5,9
2001,9.926,956.9,4,28,1,68,11,20
2002,10.422,879.7,8,33,1,47,11,7
2003,10.056,702.4,12,47,0,78,12,22
2004,10.136,856.2,6,29,0,54,0,16
2005,10.26,740.2,6,35,0,54,7,29
2006,10.816,761.4,15,58,1,65,4,12
2012,6.371,179.5,0,0,0,26,1,5
2013,9.233,641.8,6,24,0,80,16,10
2014,11.026,655.0,3,34,1,34,8,9
2015,10.274,823.5,6,24,0,31,1,2
2016,9.914,659.3,6,42,0,63,13,8
2017,10.119,819.8,2,20,0,40,9,11
2018,10.791,527.7,14,65,0,60,6,1
2019,10.683,814.2,11,36,1,44,2,1
2020,10.889,761.9,7,32,0,22,0,0
2021,9.918,891.9,1,24,0,52,13,15
2022,10.854,705.9,12,38,0,37,5,0
2023,12.007,746.0,4,38,0,33,1,5
=======
year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays
2004,10.12,856.2,6,29,0,54,0
2005,10.21,740.2,6,35,0,54,7
2006,10.77,761.4,15,58,1,65,4
2013,9.18,641.8,6,24,0,80,16
2014,11.0,655.0,3,34,1,34,8
2015,10.22,823.5,6,24,0,31,1
2016,-999.0,659.3,-999,-999,-999,-999,-999
2017,10.08,819.8,2,20,0,40,9
2018,10.72,527.7,14,65,0,60,6
2019,10.66,814.2,11,36,1,44,2
2020,10.88,761.9,7,32,0,22,0
2021,9.88,891.9,1,24,0,52,13
2022,10.82,705.9,12,38,0,37,5
2023,12.013131313131307,-31.138383838383827,3,36,0,33,1
>>>>>>> 6ff2bc0e2809cb255c124bf773de9eb507aa22ba
